ANO;MES;DIA;SEXO;PERIODO;CODIGO;DESCRICAO;UNIDADE_MEDIDA;CATEGORIA;PRECO_UNITARIO;QTD_VENDIDAS;VALOR_VENDIDO
2014;6;29;F;TARDE;3333-S-15439;FRALDA MONICA SOFT NOT JP MD C/25;UN;9169;11.24;3.00;33.72 
2014;7;8;M;TARDE;3333-Z-12711;BISC. TRIUNFO 185G CER MIX LINHACA;UN;135091;1.21;20.00;24.20 
2014;4;23;F;MANHÃ;3335-H-01206;SOPA MAGGI 63G CARNE/CONCHINHAS;UN;11014012;1.37;8.00;10.96 
2013;10;22;M;MANHÃ;3338-N-11312;COND PANTENE 200ML FUSAO NAT NV;UN;95033;4.41;5.00;22.05 
2014;8;9;M;NOITE;3338-W-05416;HASTES TURMA MONICA FLEX C/75;UN;9121065;1.18;20.00;23.60 
2015;11;15;F;NOITE;3339-U-15993;PRATO OXFORD FUNDO ROSELI 22CM;UN;2196;2.71;11.00;29.81 
2015;10;11;F;NOITE;3340-U-06158;GELATINA ROYAL ZERO 12G FRAMBOESA;UN;92096012;0.84;56.00;47.04 
2015;11;26;F;NOITE;3341-G-06357;PENTE MARCO BONI HIPERTRANSP 1361;UN;115169;1.49;88.00;130.99 
2014;12;4;F;NOITE;3341-S-09123;SALG. PANCO PANQUITOS 50G PIZZA;UN;14091;0.53;164.00;87.33 
2014;2;7;M;MANHÃ;3342-V-18520;CERV. ZEHN BIER PILSEN 500ML;UN;3022;3.97;13.00;51.61 
2015;8;18;F;TARDE;3342-W-13454;OLEO FLORES VEG 120ML AMEND/MORANGO;UN;1027033;2.90;12.00;34.80 
2015;1;18;M;NOITE;3342-W-13454;OLEO FLORES VEG 120ML AMEND/MORANGO;UN;9994033;2.90;21.00;60.90 
2013;4;8;F;TARDE;3343-N-15448;ZIG ZAG MOOP C/CABO AMARELO BETTANI;UN;93069;10.95;1.00;10.95 
2013;1;24;M;MANHÃ;3344-G-21216;GOIABADA CASCAO RESERVA MINAS 680G;UN;9997002;4.26;4.00;17.04 
2014;1;10;F;NOITE;3344-I-05171;AZEITONA RAIOLA FATIADA VERDE 100G;UN;75002;2.02;5.00;10.10 
2014;6;11;M;NOITE;3345-C-16504;COLONIA ADIDAS 50ML MASC PURE GAME;UN;2003033;14.01;1.00;14.01 
2013;2;14;F;NOITE;3345-L-18260;AVEIA NATIVE ORGANICA 250G FLOC/FIN;UN;24091;2.40;11.00;26.40 
2015;3;20;F;MANHÃ;3345-L-18260;AVEIA NATIVE ORGANICA 250G FLOC/FIN;UN;214011;2.40;13.00;31.20 
2015;7;13;F;MANHÃ;3345-W-07976;COND NIELY GOLD 200ML NUT ABSOLUTA;UN;95033;2.56;17.00;43.46 
2014;10;9;M;NOITE;3346-D-00428;PATO GERM 500ML 5X1 NATUREZA;UN;22043;3.14;9.00;28.26 
2014;11;17;M;TARDE;3346-D-00428;PATO GERM 500ML 5X1 NATUREZA;UN;1058083;3.15;5.00;15.75 
2014;10;16;M;TARDE;3348-V-08096;MINGAU YOKLON RF 230G MULTICEREAIS;UN;9011091;1.92;27.00;51.84 
2014;9;14;M;NOITE;3348-Z-13656;APARELHO GILLETTE MACH 3 BARCELONA;UN;2012128;9.40;3.00;28.20 
2013;3;29;M;TARDE;3349-U-17032;MAMADEIRA LILLO SUPER 260 SIL AZUL;UN;94293;10.93;5.00;54.65 
2015;7;6;M;MANHÃ;3350-P-02176;BALDE ARQPLAST 15LITRO;UN;94293;1.74;30.00;52.10 
2015;8;3;M;NOITE;3350-P-02732;COMEDOURO AGROVET PLASTICO MINI 02;UN;9096293;2.37;25.00;59.17 
2014;9;23;M;NOITE;3351-A-19214;AGUA MINERAL SCHIINC 1.5L S/ GAS;UN;11022;1.00;25.00;25.00 
2013;7;9;F;TARDE;3351-M-07916;MOLHO CASTELO 250ML BALSAMICO CREM;UN;19093012;3.93;13.00;51.03 
2015;9;28;F;TARDE;3352-B-08508;CREME DOVE 200ML P/PENT NUTRICAO;UN;95033;3.54;10.00;35.35 
2013;8;17;F;TARDE;3352-Q-22690;PANETONE CASA SUICA 400G ZERO;UN;1025091;9.72;3.00;29.16 
2013;7;20;M;MANHÃ;3353-M-08448;FOLHADO FORNO MINAS 240G PALMITO;UN;9095091;2.76;31.00;85.48 
2015;10;30;M;NOITE;3353-Q-11001;COOKIES GRANPURE 200G SENSE BAUN;UN;135091;2.66;5.00;13.30 
2015;10;30;M;TARDE;3354-Q-13000;LUVA BLACK M C/2;UN;915104;1.61;17.00;27.37 
2013;7;15;F;MANHÃ;3355-O-06783;ABS. S/LIVRE TERM CONT L20 P16 C/AB;UN;9169;3.60;8.00;28.80 
2015;10;19;F;TARDE;3358-E-23374;ENFEITE PINHA 6PCS KK6-0113 5CM;UN;15059;1.40;16.00;22.40 
2014;3;23;M;NOITE;3360-A-01044;SALG. DORITOS 55G SWEET CHILI;UN;9095091;1.30;43.00;55.69 
2015;3;8;F;MANHÃ;3360-D-14195;POTE SANREMO RET PQ ALTO 380/2;UN;14293;2.87;9.00;25.83 
2015;1;28;M;NOITE;3362-E-23113;COND SEDA 325ML OLEO HIDRATACAO;UN;95033;5.01;2.00;10.02 
2014;12;2;M;NOITE;3363-P-12764;PEPINO JAPONES SOLOVIVO ORG BDJ 400;UN;7070;3.67;4.00;14.68 
2014;5;16;M;NOITE;3363-P-12764;PEPINO JAPONES STB ORGANICO BDJ 400;UN;7070;3.11;8.00;24.88 
2015;2;17;M;TARDE;3365-R-17554;PORTA BISC/TORRADA PLASUTIL 5606;UN;14293;4.71;3.00;14.13 
2013;2;8;M;TARDE;3365-U-12185;SH NIELY GOLD 300ML RECONST PROF;UN;15033;3.01;23.00;69.23 
2015;4;28;F;MANHÃ;3366-E-05404;QUEROSENE BUFALO PINHO 500ML;UN;91910172;3.34;3.00;10.02 
2014;8;6;F;TARDE;3367-D-15671;POTE PLASUTIL DEC QUAD 200ML 3848;UN;14293;0.96;34.00;32.47 
2013;3;4;F;NOITE;3367-U-19919;TRAVESSA MELANINA RET ROSA GD 21542;UN;14293;1.68;11.00;18.48 
2015;7;1;M;MANHÃ;3369-A-01102;SEMOLA MILHO YOKI 500G;UN;313011;1.07;66.00;70.62 
2013;12;4;F;TARDE;3369-O-02574;LARANJA MIXIRICA CARIOCA KG;KG;25080;5.07;3.25;16.48 
2014;10;4;F;TARDE;3370-C-07716;MOUSSE FIXING 150ML CAB ENCARACOLAD;UN;95033;4.75;8.00;38.00 
2015;12;6;F;TARDE;3370-T-17000;BOX ORGANIXADOR PLAST 10 DIVISORIAS;UN;94293;2.49;4.00;9.96 
2015;5;4;F;NOITE;3372-C-01221;CERA POLIFLOR 750ML MAX BR VERMELH;UN;95043;4.94;4.00;19.76 
2015;5;13;M;NOITE;3372-N-20772;BIFETEIRA LISA REDONDA 260;UN;15167;28.53;1.00;28.53 
2013;11;8;M;MANHÃ;3373-Q-01636;FIAMBRE CARNE BOVINA BORDON 320G;UN;52061;1.47;36.00;53.04 
2013;7;18;F;MANHÃ;3373-U-22268;AGENDA EPIRAL 2016 FOLHAS 352FLS;UN;10284;4.21;7.00;29.47 
2015;10;14;M;NOITE;3373-W-01071;FILTRO EXAUSTOR PERFETTO 6026;UN;9313065;1.13;25.00;28.25 
2013;6;19;M;NOITE;3374-X-17566;COCADA BRASIL CAIPIRA 200G QUEIMADA;UN;9997002;3.01;4.00;12.04 
2013;2;12;F;MANHÃ;3375-P-17604;COND ELSEVE 400ML COLORVIVE;UN;95033;7.05;3.00;21.15 
2015;10;27;M;NOITE;3375-Y-06159;MARTINI ROSATO 995ML;UN;15022;9.60;2.00;19.20 
2013;11;16;F;NOITE;3376-L-08942;BIFINHO DELICIBIFE CAT CARNE 20G;UN;19032;0.97;52.00;50.44 
2014;3;26;F;NOITE;3376-L-08942;BIFINHO DELICIBIFE CAT CARNE 20G;UN;9099032;0.92;52.00;47.84 
2015;1;20;M;TARDE;3380-T-03856;RACAO CAT CHOW GATINHOS 1 KG;UN;1099032;7.60;10.00;75.97 
2013;2;9;M;MANHÃ;3381-H-04723;CREME SKALA 1KG FORTALECEDOR;UN;95033;2.21;77.00;169.91 
2013;3;6;M;TARDE;3382-K-02173;LMPD AJAX 500ML FESTA LAVANDA;UN;22043;2.18;8.00;17.44 
2014;9;29;M;MANHÃ;3382-X-11749;AROMATIZANTE RODABRISA 7ML ICE;UN;947033;5.36;8.00;42.88 
2013;8;3;M;NOITE;3383-A-09510;GRANOLA KODILAR CASEIRA 1KG;UN;14091;6.13;5.00;30.65 
2013;9;1;F;NOITE;3384-N-04508;BOLO DONA MARTTA 300G FRAPE COCO;UN;9025091;2.05;16.00;32.72 
2014;10;10;F;NOITE;3384-N-04508;BOLO DONA MARTTA 300G FRAPE COCO;UN;9095091;1.93;23.00;44.31 
2014;7;28;F;NOITE;3386-O-08452;SBT JOHNSONS BABY 80G HORA BRINCAR;UN;9111043;1.20;48.00;57.60 
2014;5;18;M;MANHÃ;3389-T-24251;COND PHYTOERVAS 250ML LISOS;UN;95033;8.26;2.00;16.52 
2013;8;14;F;MANHÃ;3391-B-02646;PANO COPA DUMONTEX P/BORDAR;UN;17036;1.52;63.00;95.76 
2013;5;12;F;MANHÃ;3394-B-23112;COND SEDA 325ML PRETOS LUMINOSOS;UN;95033;5.01;3.00;15.03 
2013;3;27;M;TARDE;3394-L-15796;LENCOS GRAN STY DEPILBELLA TEC C/20;UN;9293065;1.38;8.00;11.04 
2014;5;20;M;TARDE;3395-G-06485;POTE SANREMO QUADRADO 1.7 LT 147/6;UN;14293;1.78;15.00;26.70 
2015;6;30;M;NOITE;3396-B-23255;GELATINA DOCE MENOR 12.5G UVA ZERO;UN;92096012;0.58;43.00;24.94 
2014;1;20;F;TARDE;3396-T-14964;FORMA VIEL P/BOLO VERS ANTI 25CM;UN;15167;15.11;2.00;30.22 
2015;12;11;F;NOITE;3397-L-20919;BALAO FESTLAR LISO 7.0 VRD/IMP C/30;UN;99003059;3.69;5.00;18.45 
2015;12;17;M;TARDE;3398-B-10359;DR BI-O 50ML INVISIBLE S/PERFUME;UN;1027033;3.91;9.00;35.19 
2013;6;1;M;TARDE;3402-F-09638;TEMPERO KNORR MEU BIFE 35G ALHO TEM;UN;12093012;1.18;75.00;88.50 
2014;2;15;M;MANHÃ;3402-Q-16756;CANECA PORCELANA 260ML QUAD LISA;UN;9011196;1.86;8.00;14.88 
2014;3;22;M;NOITE;3404-P-02704;ALHO KITANO GRANULADO 60G;UN;9092170;1.65;103.00;170.24 
2014;8;18;M;MANHÃ;3406-K-11111;CAFE PILAO SENSEO 67G C/10 MOGIANA;UN;121090;5.51;6.00;33.06 
2014;5;23;F;NOITE;3408-Z-04205;SORVETE ST LUIGER 1L MOR/VANILLA;UN;1005012;3.74;9.00;33.66 
2014;8;16;M;NOITE;3409-L-04591;MB BOLO BOA SORTE 400G COCO NOVA;UN;21091;0.55;58.00;31.90 
2015;5;13;M;TARDE;3409-U-06153;DESCOLORANTE YAMA 20G ERVA/PROT;UN;95033;2.04;24.00;48.96 
2015;1;28;F;NOITE;3409-Y-13662;LUVA P/CARRO BRICS C/1;UN;915104;2.54;17.00;43.24 
2013;1;2;F;NOITE;3410-H-05198;GRANULADO VISCONTI 130G;UN;96081;0.71;39.00;27.69 
2013;12;14;M;TARDE;3413-C-24620;SH YAMA 320ML LESS POO;UN;15033;4.20;4.00;16.80 
2013;4;11;M;MANHÃ;3414-O-06873;COND FLORES VEG 300ML ANTI FRIZZ;UN;95033;4.84;9.00;43.53 
2014;7;4;M;MANHÃ;3417-R-11447;KIT VINHO MARCUS JAMES CA/SAU C/1TA;UN;124022;13.05;1.00;13.05 
2014;11;30;F;MANHÃ;3418-N-23549;LACO NATAL 6CM C/12 WF129687 XADREZ;UN;15059;1.24;17.00;21.08 
2015;7;15;M;NOITE;3419-D-15829;SH ACQUA KIDS 250ML LISOS/FINOS;UN;15033;3.14;38.00;119.19 
2015;1;8;M;NOITE;3421-H-13827;ALIMENTO ADES 1L LARANJA/MANGA;UN;92022;2.63;23.00;60.49 
2013;5;27;M;TARDE;3421-K-22973;FITA DENTAL CLEAN FIT PLUS C/16 UN;UN;26033;2.54;7.00;17.78 
2015;9;14;M;NOITE;3422-A-06460;CERV. PETRA 500ML WEISS BIER;UN;3022;4.96;16.00;79.28 
2014;1;19;M;TARDE;3422-S-20924;DROPS HALLS MINI 15G EXTRA FORTE;UN;2094071;0.74;22.00;16.28 
2013;3;24;M;MANHÃ;3422-Y-21745;POTE SUPREMO KIRIA QUAD PEQ 130-39;UN;14293;0.69;24.00;16.56 
2014;3;19;F;TARDE;3423-Z-23606;ALGODAO HIDROFILO MZ-47044 80PCS;UN;1121065;1.49;9.00;13.41 
2015;8;15;M;TARDE;3425-X-11133;COND PANTENE 400ML HIDROCAUTERIZACA;UN;15033;7.79;3.00;23.37 
2013;10;18;F;NOITE;3427-B-06613;CREME SEDA 300ML P/PENT CRESC SAUD;UN;95033;4.03;8.00;32.24 
2014;5;3;F;NOITE;3427-Q-14475;ALGODAO APOLO HIDROFI 25G;UN;1121065;0.66;46.00;30.36 
2013;6;6;F;MANHÃ;3430-F-04729;OLEO MARIA 500ML MANJERICAO;UN;1097151;2.92;14.00;40.81 
2013;12;6;F;NOITE;3431-R-01569;CHOC. PAN CHOCOLAPIS 16G;UN;96081;2.01;25.00;50.25 
2015;7;6;M;NOITE;3432-L-06862;CAD. ECOLOGICA UNIV CD 96 FLS;UN;20284;2.67;11.00;29.37 
2014;9;4;M;MANHÃ;3434-A-22392;LMPD BRILHANTE BANH C/CL 450ML REF;UN;22043;3.61;7.00;25.24 
2015;1;20;M;NOITE;3434-C-22926;PORTA TALHER 16X16X26CM 818;UN;112064;14.36;1.00;14.36 
2015;6;1;M;NOITE;3437-L-22383;LMPD VIM MULT 500ML CLORO SPRAY;UN;22043;2.56;16.00;40.88 
2015;6;13;M;MANHÃ;3437-U-05657;COND NEUTROX 1 230G;UN;95033;1.72;18.00;30.96 
2013;9;13;F;TARDE;3439-K-18855;CHINELO PLUSCH FEM VERMELHO SN0900;UN;22046;5.55;4.00;22.20 
2014;3;20;M;TARDE;3440-J-02540;DA REXONA 105G EBONY;UN;1027033;6.03;5.00;30.15 
2014;7;10;F;MANHÃ;3444-V-10106;TORTEIRA DESMONTAVEL 24;UN;15167;14.21;1.00;14.21 
2013;9;12;F;MANHÃ;3445-I-21711;POTE C/TAMPA MELANINA PLAST 6;UN;14293;1.42;11.00;15.62 
2014;6;29;F;TARDE;3445-L-09292;RENOVAR 500ML ROUPA LAVADA;UN;947033;5.82;5.00;29.10 
2013;9;28;F;NOITE;3448-M-12804;BATATA LAYS 30G SOUR CREAM;UN;25002;1.03;30.00;30.90 
2015;10;6;M;MANHÃ;3449-H-18856;CHINELO PLUSCH FEM ROSA SN0901;UN;22046;5.55;3.00;16.65 
2013;7;4;F;MANHÃ;3450-J-20829;CONJ POTE PLASVALE HERM RED C/4;UN;14293;8.39;2.00;16.78 
2015;5;6;F;MANHÃ;3450-N-05861;KIT VINHO SALTON CLAS+2T CAB SAUV;UN;124022;18.87;2.00;37.74 
2014;1;18;M;TARDE;3451-V-00027;LMPD VIDREX RF 500ML;UN;22043;3.11;18.00;55.89 
2014;5;25;M;TARDE;3452-W-24285;BACIA PLASVALE RED. 5.5L 126;UN;94293;3.26;4.00;13.04 
2013;8;18;F;MANHÃ;3454-E-11808;MAC. RENATA TALHARIM 2 500G INT GRA;UN;32091;2.85;10.00;28.50 
2015;12;6;F;TARDE;3454-E-11808;MAC. RENATA TALHARIM 2 500G INT GRA;UN;912091;3.14;16.00;50.16 
2014;7;16;M;MANHÃ;3456-L-09244;BALA TIC TAC 16G MORANGO;UN;2094071;0.67;24.00;16.08 
2013;9;30;F;MANHÃ;3457-B-08518;SOJA YOKI 230G A VAPOR;UN;91021;1.19;42.00;49.77 
2014;7;29;M;NOITE;3457-B-08518;SOJA YOKI 230G A VAPOR;UN;995002;1.28;52.00;66.39 
2014;12;27;M;MANHÃ;3457-D-10483;PICOLE MAGNUM 100ML AMENDOAS;UN;1005012;3.26;13.00;42.38 
2015;10;3;F;NOITE;3458-J-10064;CANINHA VILA VELHA LUXO AMAR;UN;48022;2.98;5.00;14.90 
2014;3;12;F;NOITE;3459-Q-13399;BISC. MARILAN PIT STOP 124G CHOC/BC;UN;135091;1.23;8.00;9.84 
2013;12;23;F;NOITE;3459-S-21846;KIT SH BIOTROPIC CARROS 300ML MACK;UN;95033;9.40;3.00;28.20 
2013;7;5;F;NOITE;3460-C-06808;GLADE T&F RF 12ML FRESCOR MANHA;UN;947033;2.44;13.00;31.72 
2013;6;2;M;TARDE;3460-J-17345;POTE JAGUAR QUAD MD 725 ML;UN;14293;0.75;14.00;10.50 
2014;12;12;F;TARDE;3461-L-21054;CLIC POTE RET 180ML MINNIE BABY;UN;14293;1.28;12.00;15.36 
2013;6;25;M;TARDE;3461-N-14035;ROUPA INT PLENITUD ACTIV G/XG C/8;UN;9169;10.39;7.00;72.71 
2013;4;27;M;MANHÃ;3464-J-07221;PULVERIZADOR GUARANY NEVOA LAR 500M;UN;9984248;1.81;7.00;12.67 
2015;8;23;F;TARDE;3464-U-14186;PULVERIZADOR SANREMO BOULEVARD 501;UN;9096293;2.03;31.00;62.93 
2013;1;6;F;TARDE;3465-L-11399;TESOURA BIC ESCOLAR 130MM;UN;3128;4.34;5.00;21.70 
2014;9;12;F;TARDE;3466-A-12311;CREME SEDA 400G TRAT ANTIQUEBRA;UN;95033;4.16;11.00;45.76 
2014;12;22;F;NOITE;3466-C-23680;MB BOLO OETKER 430G PAIXAO BAUNILHA;UN;21091;3.25;5.00;16.25 
2013;11;7;F;NOITE;3466-M-05949;PINO PORTA LAMPADA NEDO 404;UN;9096358;2.08;45.00;93.75 
2014;1;27;F;MANHÃ;3466-Q-05098;PRATO NADIR RASO DIAMANTE;UN;9243107;1.23;16.00;19.68 
2014;8;14;M;TARDE;3466-V-20270;KIT COSTURA MALETA PLAST COLOR;UN;5069;2.65;17.00;45.05 
2015;2;1;F;NOITE;3466-W-19415;BEB ALC MISTA GAS 88 275ML CUB/LIBR;UN;28022;1.27;9.00;11.43 
2015;5;22;M;MANHÃ;3466-W-19415;BEB ALC MISTA GAS 88 275ML CUB/LIBR;UN;98022;1.29;16.00;20.64 
2013;6;5;F;MANHÃ;3468-D-19414;BEB ALC MISTA GAS 88 275ML MOJITO;UN;28022;1.27;13.00;16.51 
2013;1;22;F;NOITE;3468-D-19414;BEB ALC MISTA GAS 88 275ML MOJITO;UN;48022;1.30;27.00;34.97 
2015;1;24;F;NOITE;3468-Q-04630;SORVETE ST LUIGER 1L LIMAO FRESH;UN;1005012;3.74;29.00;108.46 
2013;4;10;M;MANHÃ;3472-O-20809;DS 4 ESTACOES CREME 55G PRIM/VERAO;UN;1027033;1.24;20.00;24.80 
2013;2;28;M;NOITE;3473-J-09952;CREME KELMA HIDRAT P/MAOS 250G AZ;UN;9994033;1.91;12.00;22.92 
2013;4;27;F;MANHÃ;3473-J-09952;CREME KELMA HIDRAT P/MAOS 250G AZUL;UN;9994033;2.14;29.00;62.06 
2013;1;16;M;MANHÃ;3475-T-07175;NECTAR DEL VALLE 335ML LT LIG GOIAB;UN;92022;1.08;21.00;22.68 
2015;12;11;F;NOITE;3478-Q-10993;COOKIES GRANPURE 150G LAR/CHOC;UN;135091;2.14;31.00;66.24 
2013;8;18;F;TARDE;3479-I-22418;COOKIES VITALIN 90G S/GLUT FRUT/AMR;UN;2095091;2.47;8.00;19.76 
2014;10;20;F;TARDE;3481-X-13760;CR TRESEMME TRAT 400G SEL/CAP/ORIG;UN;95033;4.70;17.00;79.90 
2015;1;7;F;NOITE;3482-I-23672;ENFEITE TAMBOR 9PCS 3CM TD343;UN;15059;1.15;10.00;11.50 
2014;6;22;M;NOITE;3486-G-08100;QUEIJO BALKIS TILSIT KG;KG;2096040;23.60;2.54;59.94 
2015;12;5;F;MANHÃ;3486-I-11568;MILNUTRI DANONE 400G LATA;UN;9011091;9.33;3.00;27.99 
2015;8;6;M;NOITE;3486-I-11568;MILNUTRI DANONE 400G LATA;UN;9091091;8.09;3.00;24.27 
2014;10;17;F;TARDE;3486-Y-09998;LINGUICA GOSHEN SOJA 300G;UN;9096012;7.05;3.00;21.15 
2013;5;16;M;NOITE;3487-D-24278;COLHER NYLON BRANCA 30CM JOLY;UN;14293;2.69;5.00;13.45 
2015;10;12;F;NOITE;3487-E-16699;DINOSSAURO ROSALITO;UN;93003059;3.80;6.00;22.80 
2015;7;25;M;TARDE;3487-P-19063;JOGO AMERICANO POLIESTER DECORADO;UN;14293;0.99;12.00;11.88 
2014;10;1;F;MANHÃ;3487-R-01748;SBT JOHNSONS BABY 200ML HORA DO SON;UN;1021043;6.68;4.00;26.72 
2013;6;28;M;MANHÃ;3489-B-09432;PISTACHES HEMMER 70G SACHE;UN;152080;2.39;12.00;28.68 
2014;10;8;F;NOITE;3491-I-10519;SALSAO J WATANABE BJD;UN;9999070;1.55;180.00;279.00 
2013;8;23;M;TARDE;3492-D-17181;POLENGUINHO GORGONZOLA C/4 68G;UN;36040;1.58;16.00;25.28 
2014;5;17;M;TARDE;3492-F-11153;PIMENTA BIQUINHO HEMMER 100G AMAR;UN;91002;3.06;6.00;18.36 
2014;11;3;M;NOITE;3492-N-08397;GERGELIM SAN MARU 100G BCO;UN;9047021;1.04;37.00;38.60 
2014;7;16;F;MANHÃ;3492-O-08794;LIMPA ALUMINIO LIMPOL 500ML;UN;45043;2.62;12.00;31.44 
2015;1;19;M;TARDE;3496-U-02775;BANANADA PREDILECTA 350G;UN;9997002;1.53;79.00;120.74 
2013;5;10;M;MANHÃ;3497-N-14271;SABONETEIRA MARCO BONI REF 0862;UN;94293;1.57;96.00;150.72 
2013;9;1;F;TARDE;3498-C-07835;SH SANOL VET GATOS S/PERF 500ML;UN;97033;4.21;3.00;12.63 
2013;11;21;F;NOITE;3500-K-09171;VINHO PORT FLOR CRASTO 750ML TTO;UN;11924022;25.19;1.00;25.19 
2015;7;26;M;MANHÃ;3500-N-13536;SBT PLUSH 180G LAVANDA ALECRIM;UN;9111043;1.12;27.00;30.24 
2015;6;27;F;MANHÃ;3500-O-08523;ANTIS/BUCAL LUMINOUS 250ML WHITE;UN;96033;6.06;4.00;24.24 
2014;3;5;F;TARDE;3500-T-01271;POLVILHO YOKI DOCE 1KG;UN;418011;3.66;5.00;18.30 
2014;1;19;M;MANHÃ;3500-T-17089;CONJ PLASUTIL POTE DEC QD C/5 5596;UN;14293;18.35;1.00;18.35 
2014;1;3;M;MANHÃ;3506-A-00596;FEIJOADA BORDON 430G;UN;1061;1.71;8.00;13.68 
2015;6;11;M;TARDE;3506-L-20840;POTE PLASVALE FREEZ/MICRO 1.75L ROX;UN;14293;2.12;6.00;12.72 
2013;12;26;M;MANHÃ;3506-X-17584;LAPIS COR BIC EVOLUTION C/12 CORES;UN;19069;5.60;4.00;22.40 
2014;10;30;F;MANHÃ;3507-M-02134;CACAROLA GUIMA N14;UN;15167;4.52;9.00;40.68 
2014;4;12;M;NOITE;3507-V-01766;VINHO SANTA HELENA CHARDONNAY 750ML;UN;11924022;9.50;3.00;28.50 
2014;9;15;M;NOITE;3508-D-17247;FORMA P/EMPADA LISA N03 CART;UN;15167;3.41;9.00;30.69 
2015;5;11;F;MANHÃ;3509-D-17817;BEB LACT PIRACANJUBA 200ML BANANA;UN;92022;0.69;47.00;32.20 
2014;5;17;M;MANHÃ;3509-M-18576;GRF TERM TERMOLAR GARBO 500M PRIMAV;UN;1007169;17.28;1.00;17.28 
2013;6;19;M;NOITE;3509-S-14031;CAD.TILIBRA BROCH TOP SPIDER 96F;UN;20284;4.70;6.00;28.20 
2013;7;2;F;TARDE;3511-L-02156;SBT BEBE VIDA 90G AVEI/GLICE;UN;9111043;1.05;20.00;21.00 
2015;12;24;M;MANHÃ;3513-P-05201;PAPINHA NESTLE 120G BANA/AVEIA NOVA;UN;24012;1.65;33.00;54.29 
2015;11;3;M;NOITE;3513-U-08579;LIMP FACE REMOV MAQUIAGEM C/50 LENC;UN;22043;4.47;14.00;62.58 
2013;1;28;M;MANHÃ;3518-X-12829;HIDRAT. PAIXAO 200ML ENVOLVENTE;UN;9027033;2.11;51.00;107.61 
2013;11;7;M;MANHÃ;3519-J-09977;CREME FLORES VEG ESFOL PES 200G;UN;9994033;4.99;10.00;49.90 
2014;10;4;F;NOITE;3521-P-21576;SANDALIA RIDER R LINE INF PTO/VDE;UN;22046;10.22;1.00;10.22 
2013;1;12;M;TARDE;3521-P-24289;BALDE PLASVALE 2 BICOS 20L 168;UN;94293;8.00;2.00;16.00 
2015;4;12;M;NOITE;3522-W-17409;SEMORIN LIMPA CARPETES 500ML;UN;22043;3.68;12.00;44.10 
2015;11;11;M;MANHÃ;3523-H-24540;PRATO OXFORD 22CM VERMELHO AMOR;UN;2196;3.10;10.00;31.00 
2013;6;22;M;TARDE;3524-C-14775;PILAO TRITEC P/CAIPIRINHA PEQ;UN;14293;2.14;20.00;42.80 
2014;10;11;M;MANHÃ;3524-K-07620;SH DOVE 200ML CONTROLE QUEDA;UN;15033;3.86;8.00;30.88 
2014;5;13;F;NOITE;3524-S-12808;FARINHA LINHACA DOUR VITALIN 200G;UN;98021;3.38;18.00;60.84 
2015;11;17;M;TARDE;3524-S-12808;FARINHA LINHACA DOUR VITALIN 200G;UN;9004021;3.38;17.00;57.46 
2015;9;19;F;MANHÃ;3525-B-05753;MARMITA C/BANDEJA VALVULA;UN;14293;3.77;5.00;18.85 
2013;8;21;M;MANHÃ;3525-T-09934;COND THERAPYA 500ML CEREAIS;UN;95033;4.52;10.00;45.20 
2014;3;25;M;TARDE;3527-H-21327;ESCOVA P/ CABELO/PENTE C/2 XP002;UN;923069;1.09;23.00;25.07 
2014;11;24;F;NOITE;3528-Z-01754;ESPREMEDOR ALHO 5 UTILIDADES 6PCS;UN;15167;0.92;81.00;74.52 
2014;4;25;F;TARDE;3531-E-19929;PAPA BOLINHA D0343 PILHA MZA;UN;9094128;2.24;14.00;31.36 
2015;2;16;M;NOITE;3531-Q-02333;FRALDA PLENITUD SUPER SEC G C/8;UN;9169;10.63;9.00;95.63 
2013;8;20;M;TARDE;3531-W-14768;ESPELHO PAVAO N16 UN;UN;299007;2.52;25.00;63.00 
2013;5;22;F;NOITE;3532-F-12128;LIXEIRA JAGUAR C/ PEDAL 20L;UN;94293;8.70;3.00;26.10 
2014;5;26;M;NOITE;3533-B-13756;COND DOVE PURE CARE 200ML DRY OIL;UN;95033;9.06;6.00;54.33 
2013;8;17;F;TARDE;3535-W-07549;FACA TRAMONTINA ATHUS TOM 23088/105;UN;1291128;5.53;5.00;27.65 
2015;9;10;F;MANHÃ;3535-W-07549;"FACA TRAMONTINA TOMATE 5"" 23088/105";UN;1291128;3.74;7.00;26.18 
2014;9;21;M;MANHÃ;3537-F-09505;GRANOLA KODILAR ACTIVE 300G;UN;24091;2.65;12.00;31.80 
2015;5;20;M;MANHÃ;3537-F-09505;GRANOLA KODILAR ACTIVE 300G;UN;94091;2.40;32.00;76.80 
2015;3;7;F;TARDE;3537-R-08956;BEBEZINHO PANCO 70G CHOC SUICO C/2;UN;9025091;1.00;81.00;81.00 
2013;5;3;F;NOITE;3537-R-08956;BEBEZINHO PANCO 70G CHOC SUICO C/2;UN;9095091;1.00;53.00;52.74 
2014;4;12;F;NOITE;3540-K-12187;ROSQUINHA MABEL COCO 500G;UN;135091;2.49;7.00;17.43 
2015;7;30;M;MANHÃ;3542-N-08232;PEITO FRANGO VAPZA DESFIADO 400G;UN;2232061;7.98;6.00;47.88 
2015;7;30;M;TARDE;3542-T-14726;SBT NEVER PROPOLIS NATURAL 100G;UN;9111043;0.69;37.00;25.53 
